size;time
100;5859
200;14256
300;33074
400;46094
500;60019
600;77730
700;89800
800;104433
900;110033
1000;125452
1100;143694
1200;157613
1300;174344
1400;189800
1500;213362
1600;232357
1700;251691
1800;264295
1900;277613
2000;296421
2100;316704
2200;333228
2300;358632
2400;374082
2500;387122
2600;415653
2700;442238
2800;464260
2900;474932
3000;488795
3100;522341
3200;535650
3300;560032
3400;574825
3500;588380
3600;612444
3700;631522
3800;662076
3900;684020
4000;706755
4100;726751
