size;tics
100;1178
200;2438
300;3602
400;4868
500;6032
600;7196
700;8540
800;9800
900;10778
1000;12212
1100;12812
1200;13412
1300;14012
1400;14612
1500;15212
1600;15812
1700;16412
1800;17012
1900;17612
2000;18212
2100;18812
2200;19412
2300;20012
2400;20612
2500;21212
2600;21812
2700;22412
2800;23012
2900;23612
3000;24212
3100;24812
3200;25412
3300;26012
3400;26612
3500;27212
3600;27812
3700;28412
3800;29012
3900;29612
4000;30212
4100;30812
