size;time
100;3544
200;8142
300;15818
400;24379
500;26664
600;30667
700;37374
800;55295
900;55711
1000;51817
1100;60737
1200;70737
1300;64819
1400;70394
1500;66425
1600;99411
1700;84819
1800;95999
1900;87385
2000;106407
2100;108738
2200;116613
2300;111823
2400;149051
2500;137950
2600;147354
2700;143142
2800;155292
2900;148476
3000;160299
3100;163044
3200;216278
3300;176016
3400;189113
3500;178489
3600;216619
3700;198994
3800;205652
3900;194681
4000;243625
4100;273158
