size;time
100;917
200;1909
300;3618
400;4751
500;5598
600;6844
700;8141
800;10116
900;11686
1000;12157
1100;14411
1200;15395
1300;16822
1400;18604
1500;19880
1600;20990
1700;23907
1800;23791
1900;26853
2000;28088
2100;28022
2200;31403
2300;32735
2400;34162
2500;36800
2600;35759
2700;37714
2800;40430
2900;43488
3000;43547
3100;46210
3200;44850
3300;47423
3400;48877
3500;51331
3600;52157
3700;52793
3800;55393
3900;56908
4000;60201
4100;60679
