size;tics
100;1575
200;3401
300;5216
400;6635
500;8472
600;10859
700;12663
800;13983
900;15435
1000;18064
1100;19054
1200;21012
1300;23630
1400;25060
1500;26908
1600;29361
1700;31748
1800;32177
1900;32298
2000;34003
2100;35972
2200;37325
2300;38964
2400;41593
2500;42858
2600;44805
2700;47753
2800;49348
2900;51009
3000;53099
3100;55673
3200;57983
3300;59589
3400;61613
3500;65331
3600;67278
3700;68576
3800;70864
3900;72525
4000;74648
4100;77816
