size;tics
100;13848
200;32030
300;51733
400;72256
500;93114
600;115655
700;138699
800;161694
900;184680
1000;207689
1100;232026
1200;256726
1300;282020
1400;306976
1500;332055
1600;357234
1700;382177
1800;407395
1900;432519
2000;457718
2100;483791
2200;510609
2300;537643
2400;564485
2500;591744
2600;619060
2700;646205
2800;673312
2900;700459
3000;727653
3100;754427
3200;781427
3300;808870
3400;835943
3500;863679
3600;890718
3700;918165
3800;945236
3900;972659
4000;999679
4100;1027416
