size;time
100;7981
200;19720
300;32767
400;48762
500;61814
600;73579
700;89730
800;106368
900;118300
1000;134992
1100;150484
1200;165505
1300;185366
1400;205391
1500;221616
1600;235914
1700;251579
1800;270230
1900;284270
2000;312087
2100;327764
2200;337242
2300;353168
2400;373329
2500;394065
2600;409004
2700;423083
2800;443465
2900;462285
3000;481405
3100;494807
3200;507550
3300;524639
3400;547455
3500;564764
3600;575612
3700;590338
3800;616609
3900;632597
4000;652284
4100;666703
