size;tics
100;12819
200;29306
300;48093
400;67330
500;87671
600;108613
700;129385
800;151209
900;173180
1000;195086
1100;218388
1200;241734
1300;265321
1400;288651
1500;311832
1600;335732
1700;359810
1800;383793
1900;407665
2000;432670
2100;456376
2200;481444
2300;505734
2400;531257
2500;557576
2600;582712
2700;607767
2800;632933
2900;658513
3000;684582
3100;710499
3200;735847
3300;762799
3400;788416
3500;814473
3600;840725
3700;867233
3800;894082
3900;919475
4000;946560
4100;972869
