size;time
100;9063
200;19830
300;36837
400;50586
500;64701
600;79986
700;90544
800;100016
900;116719
1000;132004
1100;149043
1200;168075
1300;192499
1400;216060
1500;217036
1600;232004
1700;251460
1800;271489
1900;288876
2000;310320
2100;325722
2200;340641
2300;359809
2400;377577
2500;395658
2600;412941
2700;438614
2800;463620
2900;485699
3000;504841
3100;515845
3200;534013
3300;551452
3400;571284
3500;590098
3600;613143
3700;632544
3800;653609
3900;670857
4000;702963
4100;720650
