size;time
100;5367
200;13223
300;21483
400;31289
500;41420
600;54999
700;62406
800;80419
900;89238
1000;107826
1100;120011
1200;133520
1300;146871
1400;160090
1500;172667
1600;185662
1700;200201
1800;221797
1900;227683
2000;242549
2100;257366
2200;268127
2300;283542
2400;296503
2500;310927
2600;328376
2700;338352
2800;350344
2900;367302
3000;379009
3100;397158
3200;412002
3300;432504
3400;437980
3500;449412
3600;462371
3700;481297
3800;496982
3900;514040
4000;527401
4100;534805
