size;time
100;556
200;1015
300;1516
400;2038
500;2543
600;3047
700;3460
800;3755
900;4207
1000;4670
1100;5220
1200;5549
1300;5760
1400;6167
1500;6598
1600;7025
1700;7422
1800;7641
1900;8058
2000;8472
2100;8891
2200;9103
2300;9431
2400;9853
2500;10242
2600;10640
2700;11053
2800;11539
2900;12508
3000;12248
3100;12655
3200;13167
3300;13466
3400;13872
3500;14269
3600;14676
3700;15068
3800;15480
3900;15885
4000;16389
4100;16708
