size;time
100;4740
200;8637
300;12595
400;16732
500;21288
600;25173
700;28049
800;30856
900;34615
1000;38630
1100;40582
1200;44201
1300;45823
1400;48736
1500;53535
1600;56324
1700;60768
1800;62444
1900;65657
2000;70398
2100;72545
2200;77369
2300;80098
2400;83242
2500;86272
2600;89676
2700;94037
2800;97125
2900;100624
3000;105533
3100;109100
3200;110615
3300;114573
3400;118754
3500;122661
3600;125773
3700;128859
3800;132132
3900;136265
4000;140062
4100;142303
