size;tics
100;8985
200;17785
300;26585
400;35385
500;44185
600;52985
700;61785
800;70585
900;79385
1000;88185
1100;96985
1200;105785
1300;114585
1400;123385
1500;132185
1600;140985
1700;149785
1800;158585
1900;167385
2000;176185
2100;184985
2200;193785
2300;202585
2400;211385
2500;220185
2600;228985
2700;237785
2800;246585
2900;255385
3000;264185
3100;272985
3200;281785
3300;290585
3400;299385
3500;308185
3600;316985
3700;325785
3800;334585
3900;343385
4000;352185
4100;360985
