size;time
100;3671
200;7015
300;10426
400;14850
500;18495
600;21067
700;24581
800;27674
900;31927
1000;34539
1100;37995
1200;41559
1300;46303
1400;48215
1500;52812
1600;55669
1700;58593
1800;63419
1900;65507
2000;70216
2100;72329
2200;77890
2300;79813
2400;84085
2500;86994
2600;90512
2700;94546
2800;96412
2900;100013
3000;104575
3100;107508
3200;110897
3300;115169
3400;119771
3500;122357
3600;124309
3700;129049
3800;131000
3900;135455
4000;138544
4100;141179
