size;time
100;3167
200;6379
300;9130
400;11645
500;14535
600;18112
700;20540
800;22812
900;25655
1000;29441
1100;40990
1200;44054
1300;48682
1400;52465
1500;57692
1600;58590
1700;62451
1800;66095
1900;69774
2000;75067
2100;77549
2200;82309
2300;84956
2400;88211
2500;92399
2600;95950
2700;99935
2800;104280
2900;106833
3000;112307
3100;113974
3200;118985
3300;121166
3400;126744
3500;129795
3600;134122
3700;136629
3800;139594
3900;144150
4000;148545
4100;152472
