size;time
100;1806
200;3385
300;5044
400;6691
500;7747
600;8980
700;10449
800;12655
900;13810
1000;14907
1100;15294
1200;16142
1300;17466
1400;18816
1500;20186
1600;20764
1700;21120
1800;22123
1900;23390
2000;24686
2100;24198
2200;24958
2300;25445
2400;27164
2500;26806
2600;27247
2700;28168
2800;29397
2900;29579
3000;30659
3100;31570
3200;33620
3300;33791
3400;34568
3500;35672
3600;36714
3700;37668
3800;38686
3900;41105
4000;43017
4100;41938
