size;tics
100;2880
200;6843
300;11026
400;15866
500;23126
600;25329
700;32149
800;36109
900;46009
1000;51729
1100;50280
1200;57232
1300;68012
1400;71972
1500;78088
1600;80992
1700;87372
1800;101892
1900;102552
2000;114432
2100;104095
2200;112631
2300;134235
2400;127635
2500;144575
2600;150295
2700;154475
2800;159315
2900;163055
3000;172647
3100;170315
3200;179555
3300;211983
3400;193415
3500;197595
3600;223555
3700;220959
3800;225975
3900;246875
4000;250835
4100;225538
