size;tics
100;4332
200;9626
300;16746
400;28373
500;32707
600;41554
700;47230
800;74488
900;86093
1000;73718
1100;94522
1200;100990
1300;133715
1400;123815
1500;126125
1600;187703
1700;172556
1800;231582
1900;181906
2000;199913
2100;231431
2200;233862
2300;231420
2400;264772
2500;283791
2600;305439
2700;291975
2800;298663
2900;293647
3000;347074
3100;476797
3200;485861
3300;431059
3400;396783
3500;404956
3600;540234
3700;433600
3800;426989
3900;434029
4000;527925
4100;1231796
