size;tics
100;1472
200;3521
300;5944
400;9035
500;9618
600;12305
700;12558
800;24515
900;20522
1000;18685
1100;22626
1200;27752
1300;27488
1400;27675
1500;26575
1600;52876
1700;36838
1800;43801
1900;37982
2000;46925
2100;45784
2200;49271
2300;41120
2400;64132
2500;59622
2600;57576
2700;57983
2800;63890
2900;56905
3000;62614
3100;65782
3200;107252
3300;69379
3400;78421
3500;68983
3600;95350
3700;79488
3800;81171
3900;74945
4000;109727
4100;132126
