size;tics
100;5168
200;11926
300;19248
400;27056
500;34836
600;43330
700;51874
800;60454
900;69036
1000;77638
1100;86836
1200;96194
1300;105572
1400;114914
1500;124320
1600;133736
1700;143132
1800;152500
1900;161902
2000;171294
2100;181108
2200;191302
2300;201476
2400;211614
2500;221790
2600;231938
2700;242124
2800;252310
2900;262490
3000;272690
3100;282884
3200;293078
3300;303282
3400;313458
3500;323648
3600;333826
3700;344014
3800;354196
3900;364394
4000;374576
4100;384794
