size;tics
100;11467
200;26512
300;43556
400;61419
500;79830
600;99068
700;118943
800;139179
900;159954
1000;179346
1100;201672
1200;222556
1300;245437
1400;266646
1500;290471
1600;310796
1700;334471
1800;356333
1900;381202
2000;401238
2100;425447
2200;447722
2300;473696
2400;494835
2500;518857
2600;541355
2700;567359
2800;589141
2900;613198
3000;636550
3100;662881
3200;686737
3300;709946
3400;735006
3500;761699
3600;785055
3700;808511
3800;834738
3900;860459
4000;884843
4100;908177
