size;tics
100;829
200;1674
300;2510
400;3364
500;4200
600;5036
700;5872
800;6717
900;7544
1000;8380
1100;9180
1200;9980
1300;10780
1400;11580
1500;12380
1600;13180
1700;13980
1800;14780
1900;15580
2000;16380
2100;17180
2200;17980
2300;18780
2400;19580
2500;20380
2600;21180
2700;21980
2800;22780
2900;23580
3000;24380
3100;25180
3200;25980
3300;26780
3400;27580
3500;28380
3600;29180
3700;29980
3800;30780
3900;31580
4000;32380
4100;33180
