size;time
100;14355
200;28243
300;42982
400;60160
500;69504
600;82330
700;94740
800;109522
900;126078
1000;136882
1100;156909
1200;170210
1300;188409
1400;209300
1500;217330
1600;238577
1700;254623
1800;277383
1900;281871
2000;293419
2100;319251
2200;337837
2300;353045
2400;371517
2500;388931
2600;404529
2700;419085
2800;440902
2900;456960
3000;474430
3100;492024
3200;499523
3300;518839
3400;532050
3500;550574
3600;565980
3700;578199
3800;597999
3900;619640
4000;631554
4100;660475
