size;time
100;15470
200;32397
300;53559
400;67925
500;95037
600;107309
700;123605
800;126159
900;134162
1000;132018
1100;139058
1200;152752
1300;166300
1400;182189
1500;195430
1600;206563
1700;217838
1800;234120
1900;243295
2000;257487
2100;272766
2200;288452
2300;306182
2400;320867
2500;337430
2600;350665
2700;363270
2800;386530
2900;394639
3000;407556
3100;424961
3200;440108
3300;456192
3400;458809
3500;471699
3600;485279
3700;496006
3800;504070
3900;520686
4000;543770
4100;552362
