size;time
100;23470
200;23571
300;24768
400;25638
500;26241
600;26159
700;26386
800;27455
900;27859
1000;27671
1100;27955
1200;28775
1300;29449
1400;30147
1500;29865
1600;30040
1700;31155
1800;32159
1900;31660
2000;32450
2100;33174
2200;34569
2300;34988
2400;35605
2500;36522
2600;37699
2700;38038
2800;39020
2900;41310
3000;40466
3100;41447
3200;42090
3300;42940
3400;43681
3500;44994
3600;45344
3700;46095
3800;47675
3900;47848
4000;48986
4100;50940
