size;time
100;1629
200;3030
300;4630
400;6175
500;7758
600;9229
700;10764
800;12482
900;13526
1000;14212
1100;15622
1200;16994
1300;17899
1400;19628
1500;20678
1600;22181
1700;23454
1800;25067
1900;26709
2000;28587
2100;29013
2200;30374
2300;31890
2400;33755
2500;34735
2600;36283
2700;37701
2800;38770
2900;40235
3000;42162
3100;43418
3200;44304
3300;45663
3400;46993
3500;48305
3600;50111
3700;51255
3800;52597
3900;55722
4000;55618
4100;57981
