size;tics
100;34712
200;36612
300;38512
400;40412
500;42312
600;44212
700;46112
800;48012
900;49912
1000;51812
1100;53712
1200;55612
1300;57512
1400;59412
1500;61312
1600;63212
1700;65112
1800;67012
1900;68912
2000;70812
2100;72712
2200;74612
2300;76512
2400;78412
2500;80312
2600;82212
2700;84112
2800;86012
2900;87912
3000;89812
3100;91712
3200;93612
3300;95512
3400;97412
3500;99312
3600;101212
3700;103112
3800;105012
3900;106912
4000;108812
4100;110712
