size;tics
100;2844
200;5510
300;8388
400;11224
500;13986
600;16766
700;19578
800;22290
900;25040
1000;27784
1100;30656
1200;33444
1300;36236
1400;39100
1500;41868
1600;44692
1700;47458
1800;50320
1900;53018
2000;55868
2100;58690
2200;61474
2300;64452
2400;67312
2500;70182
2600;72926
2700;75700
2800;78408
2900;81264
3000;83946
3100;86736
3200;89616
3300;92314
3400;95172
3500;97992
3600;100742
3700;103620
3800;106516
3900;109302
4000;112088
4100;114944
