size;time
100;5289
200;12614
300;20249
400;30237
500;37976
600;44022
700;56538
800;67037
900;77705
1000;82061
1100;92861
1200;97865
1300;113016
1400;116563
1500;124954
1600;138683
1700;151547
1800;165412
1900;180511
2000;186279
2100;195073
2200;195438
2300;203114
2400;238724
2500;233531
2600;233737
2700;257014
2800;276849
2900;282699
3000;295655
3100;306880
3200;307580
3300;326705
3400;333197
3500;369111
3600;355904
3700;406624
3800;399994
3900;404877
4000;405287
4100;390253
